vars,id,creation_time,failed,failed_reason,time_of_death,type,participant_id,question,answer,page_type,successful_validation,client_ip_address,metadata_,class,object_type
{},8576,2023-02-16 20:49:53,False,,,Response,219,chord_player,6,ModularPage,,86.13.105.146,"{'time_taken': 3.521, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:49.715Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:50.229Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:50.229Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:50.238Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:52.752Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:52.752Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:52.752Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:52.752Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:52.756Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:52.758Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:53.199Z', 'info': {'buttonId': '6'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_219/node_49__trial_6386__stimulus&secret=45be51ce-0df1-47ac-8d74-b2612202aca8', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8577,2023-02-16 20:49:54,False,,,Response,214,chord_player,5,ModularPage,,84.66.99.72,"{'time_taken': 3.605, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:50.616Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:50.893Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:50.893Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:50.903Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:53.422Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:53.422Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:53.422Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:53.423Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:53.423Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:53.424Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:54.144Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_214/node_51__trial_6387__stimulus&secret=8797c843-ecd0-4dc4-b640-1d4fa39d2cdd', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8578,2023-02-16 20:49:55,False,,,Response,218,chord_player,3,ModularPage,,86.174.142.21,"{'time_taken': 3.738, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:51.000Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:51.366Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:51.367Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:51.383Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:53.892Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:53.892Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:53.892Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:53.893Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:53.899Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:53.902Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:54.684Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_218/node_17__trial_6242__stimulus&secret=36000da2-b83d-47ee-9ea5-60ecf0b4fc98', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8579,2023-02-16 20:49:56,False,,,Response,209,q_21,1,GMSIPage,,94.174.30.133,"{'time_taken': 4.4, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:53.826Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:53.848Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:53.853Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:53.873Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:53.875Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:58.189Z', 'info': {'buttonId': '1'}}], 'gmsi_label': 'gmsi'}",Response,_Response
{},8580,2023-02-16 20:49:57,False,,,Response,219,chord_player,4,ModularPage,,86.13.105.146,"{'time_taken': 3.503, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:54.192Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:54.537Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:54.538Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:54.548Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:57.062Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:57.062Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:57.062Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:57.062Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:57.063Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:57.063Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:57.658Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_219/node_42__trial_6389__stimulus&secret=9b61237b-4c2f-4ee8-8293-101ffad1bee3', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8581,2023-02-16 20:49:58,False,,,Response,214,chord_player,3,ModularPage,,84.66.99.72,"{'time_taken': 3.318, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:55.579Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:55.917Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:55.917Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:55.928Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:58.439Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:58.439Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:58.439Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:58.440Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:58.440Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:58.441Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:58.860Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_214/node_26__trial_6390__stimulus&secret=31681584-cc26-4d53-a766-669ad8c9b47d', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8582,2023-02-16 20:50:00,False,,,Response,209,q_22,1,GMSIPage,,94.174.30.133,"{'time_taken': 3.56, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:58.871Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:58.889Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:58.895Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:58.913Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:58.913Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:50:02.392Z', 'info': {'buttonId': '1'}}], 'gmsi_label': 'gmsi'}",Response,_Response
{},8583,2023-02-16 20:50:00,False,,,Response,218,chord_player,4,ModularPage,,86.174.142.21,"{'time_taken': 4.341, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:55.433Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:55.829Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:55.830Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:55.843Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:49:58.362Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:49:58.363Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:49:58.363Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:49:58.363Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:49:58.364Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:49:58.364Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:49:59.740Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_218/node_45__trial_6364__stimulus&secret=fedc83f7-e4c5-47db-91d3-ea99b22f433b', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8584,2023-02-16 20:50:02,False,,,Response,219,chord_player,5,ModularPage,,86.13.105.146,"{'time_taken': 3.43, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:49:58.784Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:49:59.124Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:49:59.124Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:49:59.134Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:50:01.649Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:50:01.649Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:50:01.649Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:50:01.650Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:50:01.650Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:50:01.651Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:50:02.185Z', 'info': {'buttonId': '5'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_219/node_56__trial_6392__stimulus&secret=c101ad1b-cd75-4d5f-bb1e-470399f3b88f', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8585,2023-02-16 20:50:03,False,,,Response,214,chord_player,4,ModularPage,,84.66.99.72,"{'time_taken': 3.277, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:50:00.322Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:50:00.626Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:50:00.627Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:50:00.636Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:50:03.148Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:50:03.148Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:50:03.148Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:50:03.149Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:50:03.149Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:50:03.150Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:50:03.546Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_214/node_16__trial_6393__stimulus&secret=a821f941-42e4-410f-aa9e-6f6142710862', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8586,2023-02-16 20:50:04,False,,,Response,209,q_35,7,GMSIPage,,94.174.30.133,"{'time_taken': 3.461, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:50:03.053Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:50:03.067Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:50:03.072Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:50:03.084Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:50:03.087Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:50:06.474Z', 'info': {'buttonId': '7'}}], 'gmsi_label': 'gmsi'}",Response,_Response
{},8587,2023-02-16 20:50:04,False,,,Response,218,chord_player,4,ModularPage,,86.174.142.21,"{'time_taken': 3.568, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:50:00.473Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:50:00.803Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:50:00.804Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:50:00.817Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:50:03.324Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:50:03.324Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:50:03.325Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:50:03.325Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:50:03.326Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:50:03.333Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:50:04.005Z', 'info': {'buttonId': '4'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_218/node_23__trial_6292__stimulus&secret=1446fca4-7b88-4c55-bacc-70c7cab5c606', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
{},8588,2023-02-16 20:50:07,False,,,Response,209,feedback,,ModularPage,,94.174.30.133,"{'time_taken': 2.209, 'platform': 'Chrome 109.0.0.0 on Windows 10 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:50:07.357Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:50:07.378Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:50:07.383Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:50:07.394Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:50:07.395Z', 'info': None}], 'prompt': {'text': 'Do you have any feedback to give us about the experiment?'}, 'control': {'one_line': False, 'width': None, 'height': None, 'text_align': 'left', 'block_copy_paste': False}}",Response,_Response
{},8589,2023-02-16 20:50:08,False,,,Response,214,chord_player,3,ModularPage,,84.66.99.72,"{'time_taken': 3.311, 'platform': 'Chrome 109.0.0.0 on OS X 10.15.7 64-bit', 'download_speed_megabits_per_sec': 10, 'event_log': [{'eventType': 'trialConstruct', 'localTime': '2023-02-16T20:50:05.287Z', 'info': None}, {'eventType': 'trialPrepare', 'localTime': '2023-02-16T20:50:05.571Z', 'info': None}, {'eventType': 'trialStart', 'localTime': '2023-02-16T20:50:05.571Z', 'info': None}, {'eventType': 'promptStart', 'localTime': '2023-02-16T20:50:05.580Z', 'info': None}, {'eventType': 'audioFinished: prompt', 'localTime': '2023-02-16T20:50:08.093Z', 'info': None}, {'eventType': 'promptEnd', 'localTime': '2023-02-16T20:50:08.094Z', 'info': None}, {'eventType': 'responseEnable', 'localTime': '2023-02-16T20:50:08.094Z', 'info': None}, {'eventType': 'submitEnable', 'localTime': '2023-02-16T20:50:08.095Z', 'info': None}, {'eventType': 'trialFinish', 'localTime': '2023-02-16T20:50:08.095Z', 'info': None}, {'eventType': 'trialFinished', 'localTime': '2023-02-16T20:50:08.095Z', 'info': None}, {'eventType': 'pushButtonClicked', 'localTime': '2023-02-16T20:50:08.560Z', 'info': {'buttonId': '3'}}], 'prompt': {'text': Markup('Please rate the sound for <strong>pleasantness</strong> on a scale from 1 to 7.'), 'url': '/fast-function-asset?key=consonance_main_experiment/participants/participant_214/node_11__trial_6396__stimulus&secret=4c338b43-8cc1-464f-98c2-a89c457847d2', 'play_window': [None, None]}, 'control': {'choices': [1, 2, 3, 4, 5, 6, 7], 'labels': ['(1) Very unpleasant', '(2)', '(3)', '(4)', '(5)', '(6)', '(7) Very pleasant']}}",Response,_Response
